distance_km,hour,day_of_week,area_type,historical_speed,eta_minutes
13.14,14,Wednesday,commercial,26.31,35.96
23.77,11,Thursday,residential,18.94,75.3
21.34,5,Friday,residential,19.62,65.26
6.0,18,Saturday,commercial,33.95,18.03
18.43,6,Wednesday,residential,18.14,60.96
10.61,13,Wednesday,commercial,39.72,19.23
17.0,1,Wednesday,commercial,32.6,37.55
8.55,7,Saturday,residential,32.21,15.93
6.32,1,Friday,commercial,21.47,21.19
19.63,20,Monday,residential,36.8,32.01
20.89,16,Sunday,commercial,28.45,52.87
20.61,17,Tuesday,commercial,32.45,64.78
1.47,5,Wednesday,commercial,26.35,4.02
16.2,2,Friday,commercial,25.54,45.67
4.28,7,Thursday,commercial,20.53,15.01
23.09,7,Wednesday,residential,39.04,35.49
14.2,5,Tuesday,residential,28.87,29.51
14.11,16,Saturday,commercial,16.19,62.75
17.88,3,Saturday,commercial,30.2,42.63
9.31,5,Thursday,commercial,39.97,16.77
11.25,15,Monday,commercial,18.37,44.09
19.86,7,Monday,commercial,31.83,44.92
9.01,7,Wednesday,residential,30.92,17.48
15.76,1,Saturday,commercial,15.47,73.35
6.24,14,Friday,commercial,39.19,11.46
12.65,1,Monday,commercial,29.85,30.51
7.07,22,Thursday,residential,18.89,22.46
24.8,16,Tuesday,commercial,30.06,59.4
8.94,15,Friday,commercial,22.9,28.11
5.82,4,Saturday,residential,17.93,19.48
20.55,17,Thursday,residential,22.6,81.84
19.84,5,Friday,residential,27.7,42.97
21.65,5,Tuesday,commercial,37.37,41.71
20.55,22,Wednesday,residential,39.91,30.89
17.6,2,Thursday,residential,29.31,36.03
17.23,3,Monday,residential,18.79,55.02
2.29,16,Friday,commercial,25.94,6.36
16.4,17,Tuesday,commercial,31.38,53.31
24.04,15,Tuesday,residential,31.52,45.76
14.08,1,Wednesday,commercial,15.93,63.64
4.1,18,Sunday,commercial,19.12,21.87
17.57,6,Wednesday,commercial,37.93,33.35
16.35,19,Friday,commercial,22.25,74.95
10.62,1,Sunday,commercial,19.81,38.6
9.85,5,Saturday,commercial,34.5,20.56
4.6,15,Sunday,commercial,27.01,12.26
21.74,11,Thursday,residential,31.73,41.11
11.76,4,Thursday,commercial,32.46,26.09
10.11,0,Friday,commercial,27.46,26.51
12.83,4,Thursday,commercial,15.32,60.3
10.18,10,Sunday,commercial,26.94,38.54
14.62,9,Tuesday,commercial,38.24,39.0
17.07,11,Wednesday,commercial,29.03,42.34
10.92,22,Friday,commercial,27.52,28.57
8.98,6,Wednesday,residential,28.58,18.85
20.17,0,Saturday,residential,24.78,48.84
10.88,16,Friday,commercial,18.57,42.18
24.55,13,Monday,residential,25.07,58.76
4.54,11,Saturday,commercial,19.39,16.86
5.18,3,Friday,commercial,36.6,10.19
16.32,0,Friday,commercial,31.57,37.22
20.93,15,Tuesday,commercial,39.9,37.77
3.51,6,Friday,commercial,35.73,7.07
9.35,11,Tuesday,residential,35.41,15.84
16.6,10,Tuesday,commercial,19.79,85.56
24.26,7,Friday,commercial,22.78,76.68
24.29,23,Friday,residential,32.24,45.2
3.45,21,Wednesday,residential,32.05,6.46
13.41,18,Friday,commercial,15.53,88.08
19.18,5,Wednesday,residential,21.89,52.57
23.34,23,Sunday,commercial,34.18,49.17
20.43,7,Wednesday,residential,30.41,40.31
9.5,18,Monday,residential,16.52,51.76
7.37,5,Friday,commercial,30.01,17.68
10.32,3,Sunday,commercial,38.9,19.1
20.78,0,Saturday,residential,23.31,53.49
1.64,17,Sunday,commercial,16.81,9.95
14.85,0,Thursday,commercial,32.27,33.13
5.86,9,Monday,residential,37.02,14.25
18.8,10,Tuesday,residential,30.25,55.93
4.38,22,Monday,commercial,23.72,13.3
12.35,18,Sunday,residential,30.1,36.93
1.48,11,Saturday,residential,18.8,4.72
23.9,15,Sunday,commercial,15.47,111.23
24.49,0,Thursday,residential,36.69,40.05
4.08,9,Sunday,residential,32.33,11.36
13.42,18,Monday,commercial,20.24,67.63
2.0,0,Tuesday,residential,37.28,3.22
17.31,12,Wednesday,residential,33.14,31.34
14.96,21,Wednesday,residential,24.72,36.31
10.22,6,Friday,commercial,35.82,20.54
8.22,17,Tuesday,commercial,38.78,21.62
3.3,10,Saturday,commercial,37.47,8.98
9.17,8,Thursday,commercial,35.06,26.68
3.05,23,Sunday,residential,28.54,6.41
11.97,14,Friday,residential,25.11,28.6
15.95,11,Wednesday,commercial,33.77,34.01
8.48,21,Friday,commercial,22.87,26.7
4.6,3,Wednesday,residential,34.96,7.89
9.73,15,Monday,commercial,38.67,18.12
22.39,23,Thursday,residential,26.37,50.94
3.72,14,Thursday,commercial,17.4,15.39
11.6,21,Thursday,residential,37.22,18.7
11.59,1,Monday,residential,16.28,42.71
7.28,5,Monday,commercial,15.89,32.99
17.0,3,Wednesday,residential,33.6,30.36
19.87,11,Friday,residential,21.62,55.14
20.48,4,Wednesday,residential,28.42,43.24
8.08,22,Saturday,commercial,27.97,20.8
15.45,6,Wednesday,residential,31.52,29.41
19.68,21,Monday,residential,24.0,49.2
23.71,14,Tuesday,residential,16.01,88.86
14.52,5,Monday,commercial,20.88,50.07
10.38,20,Tuesday,residential,21.66,28.75
16.35,7,Thursday,commercial,38.79,30.35
10.54,22,Wednesday,residential,24.56,25.75
21.07,9,Thursday,commercial,18.55,115.86
9.21,22,Thursday,commercial,20.21,32.81
16.42,19,Friday,residential,18.75,78.82
19.44,14,Saturday,commercial,15.55,90.01
12.78,17,Thursday,residential,27.36,42.04
1.45,8,Wednesday,residential,27.16,4.8
19.05,16,Friday,residential,20.86,54.79
5.6,16,Sunday,commercial,37.52,10.75
16.73,9,Saturday,commercial,21.71,78.6
6.26,2,Saturday,commercial,25.53,17.65
24.89,23,Saturday,commercial,31.5,56.89
22.13,0,Sunday,commercial,22.0,72.43
4.43,11,Sunday,commercial,22.36,14.26
16.03,4,Saturday,residential,21.9,43.92
20.33,13,Thursday,commercial,29.52,49.59
19.4,19,Wednesday,commercial,17.16,115.31
23.84,10,Wednesday,commercial,24.11,100.86
23.98,13,Tuesday,residential,25.89,55.57
18.35,8,Friday,commercial,29.19,64.12
4.0,2,Tuesday,residential,34.09,7.04
17.5,22,Monday,commercial,17.1,73.68
5.49,1,Friday,residential,22.64,14.55
2.7,15,Friday,residential,36.5,4.44
6.83,1,Wednesday,residential,16.26,25.2
8.44,22,Friday,commercial,20.12,30.2
6.87,1,Thursday,residential,19.98,20.63
1.45,15,Friday,residential,25.8,3.37
2.31,10,Thursday,residential,16.27,12.78
21.97,12,Saturday,residential,37.21,35.43
14.12,7,Monday,residential,24.04,35.24
19.16,20,Saturday,residential,25.86,44.45
13.98,7,Sunday,commercial,20.21,49.81
1.5,16,Friday,commercial,32.28,3.35
1.06,1,Monday,commercial,30.31,2.52
4.43,10,Friday,commercial,25.17,17.95
8.01,12,Saturday,residential,39.54,12.15
21.32,12,Wednesday,residential,32.34,39.55
17.79,6,Monday,commercial,27.49,46.59
21.46,19,Wednesday,commercial,31.75,68.94
11.41,7,Friday,commercial,31.7,25.92
19.86,23,Sunday,commercial,19.54,73.18
2.25,5,Tuesday,commercial,19.45,8.33
15.21,5,Monday,commercial,19.07,57.43
8.84,17,Monday,residential,36.11,22.03
11.77,2,Saturday,residential,24.59,28.72
21.73,10,Friday,residential,39.38,49.66
1.29,18,Monday,commercial,28.82,4.57
12.54,7,Friday,commercial,38.85,23.24
2.54,4,Thursday,residential,29.86,5.1
13.59,9,Monday,residential,19.62,62.34
2.0,11,Monday,commercial,34.52,4.17
23.2,4,Friday,commercial,26.82,62.28
12.11,5,Thursday,residential,16.95,42.87
22.06,10,Thursday,commercial,18.53,121.43
1.93,20,Wednesday,commercial,18.82,7.38
4.54,20,Tuesday,residential,27.97,9.74
6.51,6,Sunday,residential,32.91,11.87
17.99,23,Wednesday,commercial,32.7,39.61
20.53,15,Saturday,commercial,15.14,97.63
1.17,23,Saturday,commercial,33.32,2.53
14.41,5,Tuesday,commercial,37.02,28.03
10.73,7,Saturday,residential,30.36,21.21
15.81,4,Monday,residential,28.42,33.38
15.48,12,Friday,commercial,26.38,42.25
20.06,21,Thursday,commercial,17.42,82.91
10.16,22,Friday,commercial,15.72,46.53
13.23,8,Tuesday,commercial,19.07,70.76
4.42,10,Thursday,residential,30.91,12.87
10.79,7,Sunday,commercial,32.43,23.96
17.34,9,Thursday,residential,39.06,39.95
9.68,6,Saturday,commercial,37.16,18.76
14.83,4,Sunday,residential,33.34,26.69
11.88,23,Thursday,commercial,32.65,26.2
19.37,10,Thursday,commercial,27.41,72.08
1.87,6,Tuesday,residential,23.04,4.87
9.28,1,Monday,residential,23.12,24.08
19.92,4,Sunday,residential,20.22,59.11
22.95,10,Wednesday,residential,28.45,72.6
6.06,23,Sunday,residential,28.61,12.71
10.6,17,Saturday,residential,30.11,31.68
3.72,6,Sunday,residential,30.03,7.43
22.43,23,Friday,residential,34.37,39.16
16.58,4,Tuesday,commercial,23.06,51.77
7.66,8,Thursday,commercial,26.48,29.51
5.64,15,Wednesday,residential,24.94,13.57
19.65,3,Tuesday,residential,27.99,42.12
8.02,9,Wednesday,residential,22.57,31.98
1.27,0,Friday,commercial,30.31,3.02
4.08,20,Friday,commercial,37.21,7.89
11.42,2,Saturday,commercial,21.23,38.73
11.0,2,Friday,commercial,28.37,27.92
21.68,5,Wednesday,commercial,23.33,66.91
6.66,16,Monday,residential,29.37,13.61
1.37,3,Thursday,residential,33.87,2.43
18.58,4,Tuesday,commercial,22.17,60.34
22.82,21,Wednesday,commercial,29.67,55.38
20.53,22,Friday,residential,37.3,33.02
23.06,2,Monday,residential,34.26,40.39
14.27,0,Friday,commercial,23.08,44.52
10.41,13,Wednesday,commercial,24.1,31.1
16.3,23,Sunday,commercial,33.82,34.7
20.63,6,Wednesday,commercial,39.77,37.35
7.25,11,Saturday,commercial,36.54,14.29
21.9,10,Thursday,residential,31.96,61.67
23.6,17,Tuesday,residential,16.8,126.43
9.72,17,Monday,commercial,32.64,30.38
15.03,20,Sunday,residential,33.09,27.25
22.1,17,Wednesday,residential,31.67,62.8
15.56,19,Thursday,residential,34.04,41.14
15.15,4,Wednesday,residential,29.36,30.96
4.13,0,Thursday,residential,24.8,9.99
19.73,21,Thursday,commercial,32.13,44.21
11.71,23,Monday,residential,25.79,27.24
10.35,19,Thursday,commercial,22.34,47.26
4.5,16,Saturday,commercial,21.45,15.1
11.98,9,Saturday,residential,19.83,54.37
20.74,17,Friday,residential,15.91,117.32
8.77,17,Friday,residential,30.83,25.6
6.79,19,Sunday,residential,21.33,28.65
20.99,4,Sunday,commercial,32.91,45.92
6.0,19,Monday,residential,24.04,22.46
10.9,20,Monday,residential,27.19,24.05
12.24,13,Monday,commercial,27.77,31.73
6.98,4,Friday,commercial,27.38,18.36
4.71,1,Saturday,commercial,28.11,12.06
18.23,15,Thursday,commercial,19.02,69.01
4.43,5,Tuesday,residential,20.86,12.74
23.41,2,Sunday,residential,39.64,35.43
10.61,18,Monday,residential,30.01,31.82
24.2,3,Wednesday,commercial,39.98,43.58
18.07,5,Wednesday,commercial,21.36,60.91
20.4,6,Thursday,commercial,30.33,48.43
10.73,2,Thursday,residential,26.64,24.17
20.25,8,Thursday,residential,23.01,79.2
23.61,20,Saturday,residential,37.4,37.88
16.87,15,Saturday,residential,25.62,39.51
18.3,6,Thursday,commercial,27.46,47.98
7.76,23,Monday,residential,20.71,22.48
6.44,15,Tuesday,residential,23.83,16.21
23.04,4,Monday,commercial,19.85,83.57
2.49,9,Tuesday,commercial,32.87,7.73
3.14,18,Monday,commercial,30.82,10.39
4.65,17,Friday,commercial,27.31,17.37
24.46,10,Thursday,commercial,28.11,88.76
12.49,15,Saturday,residential,35.1,21.35
5.82,12,Monday,residential,27.63,12.64
5.59,21,Wednesday,residential,15.59,21.51
1.31,1,Saturday,commercial,21.03,4.49
14.53,8,Wednesday,commercial,39.86,37.18
14.97,1,Thursday,commercial,35.79,30.12
21.39,8,Saturday,residential,16.06,119.87
23.86,16,Friday,residential,35.77,40.02
18.34,14,Thursday,commercial,23.36,56.53
23.66,23,Monday,residential,34.34,41.34
6.7,20,Tuesday,residential,26.42,15.22
1.81,6,Saturday,residential,22.22,4.89
4.94,21,Thursday,residential,17.11,17.32
15.32,15,Wednesday,residential,32.47,28.31
10.38,1,Saturday,residential,17.93,34.74
10.28,16,Wednesday,commercial,15.25,48.54
15.89,14,Tuesday,residential,32.05,29.75
14.6,6,Thursday,residential,25.05,34.97
5.78,6,Monday,residential,31.49,11.01
23.98,22,Saturday,commercial,34.17,50.53
22.85,11,Sunday,residential,33.75,40.62
14.77,14,Saturday,residential,21.36,41.49
3.5,14,Monday,commercial,37.01,6.81
16.32,22,Tuesday,residential,19.01,51.51
3.77,21,Saturday,residential,36.58,6.18
20.53,0,Saturday,commercial,16.38,90.24
8.46,11,Thursday,residential,31.41,16.16
5.96,21,Thursday,residential,21.24,16.84
4.8,14,Wednesday,residential,25.54,11.28
17.92,10,Wednesday,residential,15.45,104.39
16.53,17,Monday,commercial,16.68,101.08
5.5,4,Saturday,commercial,26.41,14.99
2.89,10,Wednesday,commercial,30.15,9.78
5.8,10,Friday,commercial,35.76,16.54
18.94,8,Sunday,commercial,21.36,90.44
11.55,17,Tuesday,commercial,17.84,66.04
9.19,10,Saturday,residential,22.4,36.92
23.38,4,Monday,commercial,39.03,43.13
5.69,15,Friday,commercial,24.71,16.58
23.53,20,Saturday,residential,23.18,60.91
13.3,10,Saturday,residential,32.67,36.64
20.07,9,Monday,residential,32.55,55.49
3.62,14,Sunday,residential,34.47,6.3
15.19,16,Thursday,residential,18.0,50.63
7.27,6,Sunday,residential,18.84,23.15
23.64,16,Tuesday,residential,22.68,62.54
17.81,17,Sunday,commercial,19.17,94.76
23.22,17,Tuesday,commercial,28.22,83.93
19.14,21,Thursday,commercial,27.05,50.95
9.05,1,Monday,residential,33.79,16.07
17.04,18,Tuesday,commercial,15.5,112.13
16.71,16,Friday,residential,23.98,41.81
2.76,19,Sunday,residential,32.37,7.67
24.67,21,Friday,commercial,21.64,82.08
24.45,21,Friday,commercial,28.61,61.53
3.86,13,Sunday,residential,18.51,12.51
17.83,22,Wednesday,commercial,39.07,32.86
9.72,20,Tuesday,residential,37.1,15.72
9.21,17,Saturday,commercial,21.06,44.61
9.38,17,Sunday,residential,39.1,21.59
19.42,20,Saturday,residential,36.19,32.2
11.68,0,Wednesday,residential,18.24,38.42
2.03,5,Sunday,residential,20.39,5.97
6.78,20,Tuesday,commercial,36.87,13.24
23.52,11,Saturday,commercial,26.11,64.86
17.07,22,Friday,residential,37.25,27.5
7.7,5,Thursday,commercial,34.07,16.27
5.04,2,Sunday,commercial,39.17,9.26
2.19,13,Tuesday,commercial,28.38,5.56
1.08,3,Tuesday,residential,17.75,3.65
23.5,0,Monday,commercial,39.39,42.96
7.46,3,Wednesday,residential,21.02,21.29
10.96,21,Saturday,commercial,26.16,30.17
17.77,4,Tuesday,residential,22.6,47.18
22.74,21,Monday,residential,18.04,75.63
3.68,17,Thursday,commercial,22.88,16.41
19.62,13,Sunday,residential,17.75,66.32
15.34,15,Tuesday,residential,25.79,35.69
24.81,13,Saturday,residential,19.8,75.18
15.84,19,Tuesday,residential,24.57,58.02
14.32,10,Tuesday,residential,32.57,39.57
24.37,0,Friday,residential,23.34,62.65
11.5,15,Tuesday,commercial,26.05,31.79
15.45,1,Saturday,residential,17.7,52.37
9.52,14,Tuesday,commercial,38.18,17.95
18.5,9,Saturday,commercial,37.52,50.29
12.47,7,Sunday,commercial,39.73,22.6
1.74,5,Thursday,residential,39.7,2.63
14.8,9,Friday,residential,31.2,42.69
1.78,6,Saturday,residential,36.87,2.9
10.17,15,Monday,residential,31.29,19.5
23.49,23,Wednesday,commercial,16.05,105.38
4.49,13,Tuesday,commercial,20.1,16.08
23.26,4,Monday,residential,28.35,49.23
2.68,14,Wednesday,commercial,17.75,10.87
14.41,20,Friday,residential,18.03,47.95
8.36,21,Friday,commercial,18.2,33.07
8.61,16,Sunday,residential,20.67,24.99
12.67,14,Monday,commercial,29.36,31.07
4.7,23,Sunday,commercial,33.96,9.96
2.22,6,Saturday,residential,30.35,4.39
18.36,8,Tuesday,residential,30.95,53.39
2.25,3,Wednesday,commercial,28.38,5.71
8.02,23,Wednesday,commercial,33.35,17.31
3.32,1,Saturday,commercial,35.33,6.77
11.7,21,Friday,residential,36.51,19.23
13.88,15,Wednesday,residential,33.39,24.94
2.35,6,Friday,commercial,25.67,6.59
17.39,4,Friday,commercial,30.93,40.48
18.07,18,Wednesday,residential,22.43,72.51
15.12,20,Thursday,commercial,32.1,33.91
16.88,8,Sunday,commercial,38.49,44.73
23.3,11,Tuesday,commercial,36.9,45.46
23.31,20,Friday,commercial,28.84,58.19
5.49,11,Monday,residential,35.2,9.36
5.12,20,Tuesday,commercial,15.78,23.36
19.52,8,Monday,residential,36.65,47.93
14.31,17,Friday,residential,29.19,44.12
9.69,19,Thursday,commercial,37.0,26.71
21.76,16,Friday,residential,28.52,45.78
12.97,6,Tuesday,residential,17.44,44.62
20.9,22,Wednesday,commercial,15.52,96.96
1.86,16,Saturday,commercial,24.26,5.52
4.08,11,Thursday,commercial,30.85,9.52
19.01,16,Wednesday,commercial,34.46,39.72
16.03,18,Sunday,commercial,19.52,83.76
19.39,15,Saturday,commercial,32.07,43.53
21.74,0,Thursday,commercial,27.71,56.49
7.37,7,Friday,residential,18.54,23.85
12.0,21,Thursday,residential,25.46,28.28
17.43,22,Wednesday,commercial,24.93,50.34
4.06,6,Sunday,commercial,32.93,8.88
12.1,16,Wednesday,commercial,21.8,39.96
19.39,23,Tuesday,commercial,15.01,93.01
20.13,2,Monday,commercial,24.7,58.68
13.0,4,Saturday,residential,22.72,34.33
14.24,17,Wednesday,residential,19.3,66.4
2.25,12,Sunday,residential,17.05,7.92
5.85,3,Thursday,residential,29.63,11.85
23.74,23,Friday,residential,26.12,54.53
7.04,2,Saturday,residential,16.36,25.82
2.56,10,Tuesday,commercial,38.2,6.84
11.9,14,Monday,commercial,17.16,49.93
6.23,7,Thursday,residential,35.45,10.54
16.94,23,Monday,commercial,39.63,30.78
2.11,11,Thursday,commercial,25.83,5.88
18.88,21,Monday,residential,36.0,31.47
13.0,5,Wednesday,residential,30.66,25.44
1.15,6,Tuesday,commercial,32.16,2.57
3.25,7,Tuesday,commercial,23.57,9.93
4.57,13,Wednesday,commercial,25.86,12.72
1.29,5,Friday,residential,15.07,5.14
21.57,10,Thursday,commercial,27.76,79.26
24.69,23,Saturday,residential,31.81,46.57
19.12,20,Wednesday,commercial,30.65,44.91
21.69,11,Sunday,commercial,27.61,56.56
13.02,6,Monday,residential,28.11,27.79
22.14,11,Wednesday,residential,21.54,61.67
18.53,0,Wednesday,commercial,28.54,46.75
18.05,16,Thursday,commercial,35.73,36.37
8.52,23,Wednesday,commercial,31.22,19.65
2.15,6,Tuesday,commercial,25.81,6.0
21.39,8,Saturday,commercial,15.53,140.49
13.16,22,Thursday,residential,17.64,44.76
22.63,19,Thursday,commercial,27.11,85.14
8.9,17,Wednesday,commercial,19.54,46.46
13.57,9,Wednesday,commercial,18.7,74.02
24.71,6,Saturday,residential,22.91,64.71
18.27,21,Thursday,residential,33.78,32.45
5.09,9,Saturday,residential,16.87,27.15
14.27,5,Sunday,residential,26.32,32.53
21.16,10,Wednesday,residential,32.65,58.33
12.42,13,Sunday,residential,39.61,18.81
6.21,17,Tuesday,residential,23.26,24.03
21.1,6,Friday,commercial,31.99,47.49
24.11,22,Saturday,residential,35.25,41.04
14.26,22,Thursday,residential,19.75,43.32
7.05,11,Sunday,residential,32.94,12.84
20.38,21,Tuesday,commercial,20.25,72.46
19.87,19,Sunday,residential,26.35,67.87
24.76,0,Monday,commercial,22.06,80.81
22.87,19,Tuesday,commercial,20.63,113.08
15.2,9,Monday,commercial,27.32,56.75
10.39,11,Saturday,commercial,35.66,20.98
18.32,23,Monday,commercial,28.4,46.45
17.56,13,Wednesday,commercial,33.86,37.34
3.2,6,Friday,commercial,24.73,9.32
10.86,13,Friday,commercial,28.97,26.99
11.5,22,Saturday,commercial,33.82,24.48
17.5,12,Thursday,commercial,38.33,32.87
21.01,15,Tuesday,residential,23.38,53.92
4.95,12,Monday,residential,34.36,8.64
19.4,6,Tuesday,residential,19.81,58.76
11.85,3,Thursday,residential,36.36,19.55
7.19,16,Monday,residential,35.56,12.13
14.66,19,Sunday,residential,36.81,35.84
14.39,12,Tuesday,commercial,21.14,49.01
17.15,18,Monday,residential,37.98,40.64
8.88,6,Sunday,commercial,16.54,38.66
23.93,19,Sunday,commercial,23.89,102.17
5.68,12,Thursday,residential,19.89,17.13
8.23,13,Thursday,commercial,17.92,33.07
7.62,6,Friday,commercial,15.65,35.06
18.0,19,Thursday,commercial,17.11,107.31
12.46,16,Sunday,residential,37.28,20.05
6.89,18,Tuesday,residential,36.19,17.13
24.96,14,Wednesday,commercial,23.37,76.9
7.43,1,Wednesday,commercial,23.28,22.98
5.47,2,Thursday,residential,30.54,10.75
8.19,22,Saturday,commercial,18.85,31.28
23.43,15,Tuesday,residential,38.66,36.36
23.56,13,Thursday,commercial,25.08,67.64
23.28,6,Thursday,commercial,22.14,75.71
21.92,22,Friday,commercial,38.61,40.88
8.89,0,Wednesday,commercial,36.51,17.53
10.46,0,Saturday,commercial,19.47,38.68
16.17,12,Friday,commercial,29.82,39.04
10.73,6,Saturday,residential,19.42,33.15
21.71,11,Thursday,commercial,28.65,54.56
12.85,4,Friday,residential,32.11,24.01
15.16,15,Saturday,commercial,27.75,39.33
14.25,11,Friday,commercial,38.33,26.77
23.72,8,Friday,commercial,33.23,72.81
12.06,20,Thursday,residential,15.04,48.11
8.56,12,Tuesday,residential,17.08,30.07
3.13,6,Friday,residential,16.01,11.73
22.12,23,Monday,residential,33.76,39.31
11.41,19,Friday,commercial,26.22,44.39
5.86,19,Tuesday,residential,18.53,28.46
8.43,3,Sunday,residential,33.57,15.07
23.59,13,Sunday,residential,28.75,49.23
8.5,0,Tuesday,commercial,18.12,33.77
4.56,6,Tuesday,residential,15.21,17.99
12.58,10,Tuesday,commercial,22.3,57.54
13.32,23,Sunday,commercial,39.89,24.04
21.08,9,Tuesday,commercial,35.99,59.74
9.81,23,Tuesday,commercial,38.01,18.58
13.23,9,Tuesday,commercial,19.04,70.88
6.28,2,Thursday,residential,32.14,11.72
19.32,6,Tuesday,residential,37.28,31.09
15.24,21,Wednesday,residential,24.78,36.9
14.59,9,Saturday,commercial,23.75,62.66
11.42,23,Thursday,commercial,24.78,33.18
12.95,18,Wednesday,residential,31.53,36.96
17.06,12,Monday,residential,25.44,40.24
5.19,8,Thursday,commercial,23.27,22.75
15.23,14,Tuesday,residential,32.66,27.98
12.19,16,Friday,residential,35.06,20.86
20.22,0,Wednesday,commercial,22.63,64.33
4.81,5,Saturday,residential,17.2,16.78
3.31,0,Thursday,residential,23.4,8.49
19.62,19,Saturday,commercial,36.0,55.59
12.91,6,Monday,residential,17.68,43.81
16.95,1,Sunday,commercial,18.98,64.3
10.14,20,Friday,commercial,35.56,20.53
6.93,0,Thursday,residential,34.09,12.2
22.34,2,Saturday,residential,19.46,68.88
19.68,14,Wednesday,residential,18.42,64.1
19.92,12,Monday,commercial,37.63,38.11
